x,y,label
24.64395897720419,20.641114006593863,1
37.39461270130416,16.704453539081793,1
22.404274364153824,14.637005858379055,1
25.946868213237845,18.17278468076916,1
35.46360058349065,15.96333401511011,1
25.423951765401306,6.98705515948445,2
20.01095477694056,17.307664157989304,1
13.9797185261616,17.122312251999595,2
25.63682351426126,14.2695295335491,1
36.47099966271284,16.744281853219658,1
25.5443004112332,11.634632661746286,1
35.60317107045854,17.39885941605333,1
22.877270368670604,10.222904680466616,1
25.832720036430132,18.29086365434953,1
33.459872468940034,14.785630167148106,1
15.132017031840729,19.87115579738261,2
23.11807236238696,11.701981972428849,1
20.91916688566357,13.225653381075476,1
29.92565397333876,17.40563289913597,1
13.772333989525452,7.951047544216424,2
34.854556913037925,17.60461335220691,1
22.544309573255187,16.759590357900287,1
16.983031024072137,21.238434801035677,2
22.97814887527609,14.969038326623792,1
27.64734467889462,20.89617067163679,1
22.747538842099985,14.123549910381218,1
35.07996749497985,13.038071061539757,1
13.393679140872038,18.120149932185004,2
31.115767822713213,19.85025182152591,1
34.90352732017008,19.14419707548808,1
20.785565457492417,21.84946531481204,2
30.445243051501897,20.633191066364446,1
13.414360021388632,17.724136005537474,2
27.330746983183552,13.081409223557372,1
21.480137172427337,16.629677942509662,1
28.33337268750823,19.625049359757966,1
32.57963032403624,18.284004093194184,1
21.888252749406423,9.3111266732436,2
17.171529400974656,12.027081677373785,2
33.70130895630663,13.049525375113888,1
23.318729725227428,10.849982495851284,1
29.56712948993209,21.46917708200878,1
27.89381579344252,13.993412692766734,1
13.060008563695646,15.35706363808872,2
31.72400365867401,17.73186234146968,1
38.05552942426289,14.47615222400018,1
24.5509881334455,9.622007469347135,1
19.78087328966342,15.443292660013608,1
35.848845053193855,17.47802810353498,1
30.19476500723861,18.173155098671213,1
32.78981399498599,14.9107094333162,1
25.0377637370493,14.686827186828172,1
25.59693153409639,15.810228737446012,1
34.61276947979523,13.779134369738667,1
32.699711071012416,18.55755447216346,1
37.19440720593095,14.203136035148232,1
25.48752058068836,11.039547208131236,1
31.34018151227365,15.131174794174566,1
31.844948608274017,15.654824230915349,1
37.20247256142889,15.096576215488865,1
23.91110574415589,19.13618499220429,1
33.09507882359643,13.02146605434542,1
34.5350519749583,16.02083191154153,1
20.51528067799576,15.138740487950928,1
33.321330707445654,17.481644279513365,1
20.787719383780097,13.483103259241364,1
30.719081987837683,12.697774282974876,1
19.74204998825105,12.845270623864511,1
18.317409235433264,13.610095409012924,1
21.638354085409684,14.525534949677905,1
25.384191231754222,20.7732105755439,1
23.03560856741377,8.588395863358226,2
26.431491876830965,17.703492670334125,1
31.45611096694997,17.525839060036855,1
19.39492644758649,11.278797289219913,2
24.31043442599213,17.913731315326476,1
28.08162666421899,20.784251815473016,1
19.20970924629887,12.97001699635996,1
13.803756803470518,13.309369398104362,2
15.752798465932722,15.710171999969557,2
17.281008445039475,18.645219334142524,2
35.724807639217474,16.652557514184593,1
35.34840899563279,17.354127690411723,1
30.817816179951247,20.550898478075656,1
16.000805654369586,15.181340772355098,2
16.116922904047183,18.31181599932161,2
28.132705983565454,14.37122177023841,1
22.74533014411986,10.77693421865169,1
25.053516035363856,19.7685254101634,1
24.557658715522525,12.577108244920804,1
28.06951865771864,14.462495966614384,1
28.5285354565194,21.387173710945127,1
31.251149946574603,18.68456768574592,1
14.242633830530682,15.154920548799444,2
12.44717623984364,9.733146859051988,2
27.69708669273188,13.517474784483522,1
34.137846236676,12.816090818455038,1
21.838858466165984,15.60542209700279,1
31.27484185583521,11.764044873083256,1
26.09078506916278,16.183030664638082,1
25.827325519463116,15.14218426141055,1
15.057950989272268,17.34689358508541,2
14.514183865738016,16.23564167571073,2
26.40946308781781,14.017829880225078,1
29.45300767626457,16.490527675597086,1
21.899301078098297,17.19778710792849,1
32.971162342495816,18.74102008219824,1
23.861993740446565,18.138743166067613,1
12.927863182012295,10.116374712188572,2
12.603494342508576,13.625024105032914,2
24.16753316944416,10.777913241767926,1
12.887760781405484,6.7928881526295,2
29.40431229273489,17.12068984730544,1
25.29916645785317,11.95924005589152,1
26.802817716354365,19.83572699195814,1
30.078103441095017,22.595631115445222,1
25.05102860078125,18.13084424883614,1
31.477952799757325,19.80358332789391,1
30.278513694696517,20.396186218415245,1
38.770725748321176,15.745005414041303,1
13.654072516065918,9.078668552456662,2
29.292606121658416,20.225763498450025,1
33.21089861394412,17.930463840834225,1
26.82678868128552,13.60060613742586,1
28.052436768335188,18.275246381389746,1
11.524741867576044,9.82698881766378,2
31.75122830708048,13.286115183176715,1
32.6565335144828,13.101676744669998,1
29.40463957569786,22.68884771581181,1
9.86213330835084,6.406124336518541,2
26.751460638439195,18.84879685444658,1
32.34733541686527,14.82377223423812,1
22.06005511064662,21.49428787926501,2
24.140874717520557,10.67062169683123,1
22.33607779949368,10.882099439174509,1
14.467620511112312,7.605030483173194,2
23.60389173400066,15.426215234318589,1
20.016493420537916,16.496307634686314,1
30.901113934075617,17.26322779591996,1
29.812928761635103,21.29211254403061,1
15.9658440010687,7.566072064779926,2
16.927701371852567,14.203048007821463,2
24.49470710654125,11.360719899990068,1
12.638292997558205,12.199095806549114,2
30.33407730956456,12.297838000532174,1
33.02348606822156,14.124492580976945,1
27.287483988971783,10.782714804924511,1
19.964962801289293,15.236826285938328,1
29.807132477494847,22.18743531665228,1
33.18244947520193,15.649145897719553,1
26.381222841935397,15.523830281528737,1
27.708486080550003,16.765226128639995,1
31.584489361328128,17.30835727931881,1
16.04677191597202,7.567585015655112,2
30.39118860706939,15.04028641274338,1
11.865885210194554,8.659989080263813,2
34.002302818713495,19.05470966591805,1
30.395206214857385,17.064010466512737,1
22.62668220146503,15.19661447644253,1
27.862591665920533,22.279079690450715,1
24.81097397449622,20.698930713790872,1
21.68618514157105,12.362808288976176,1
29.24680591695239,19.956123104432017,1
26.557686544962632,21.917742992898518,1
12.736025022877444,7.897385244916331,2
25.05598504126741,20.60857324156315,1
32.4104588724278,12.395834364083932,1
12.464767500230566,6.746603406765953,2
25.601169455437965,16.465252667804215,1
37.51562191898599,16.44099216664779,1
24.165911077612662,17.21835966602008,1
19.57271353972356,7.863389160503895,2
16.442264410449482,19.604667961747428,2
32.035511236361074,12.417781741577668,1
29.801508047490056,13.811585270251218,1
27.670001341670748,10.868789949494586,1
14.82203623896986,8.404023563261392,2
35.50113657500923,15.61176677978887,1
17.74228617153291,18.380530340238217,2
26.821519839474604,22.26277777674733,1
16.198805328076947,20.3663469717179,2
26.069736813146758,20.498298312671693,1
30.476425487703175,17.555843561785615,1
24.928460848177764,15.999805282588092,1
26.19558383521986,18.23964693589613,1
22.896228993044893,17.08005605328282,1
37.55352394240053,15.458863128943367,1
34.74103649358604,13.246418666394913,1
33.49631710806615,14.096697241243188,1
19.68595848265188,6.822651861705879,2
30.170878923614165,11.673690288450906,1
32.29670924004691,13.094620479231212,1
25.80254111708964,10.37917463421078,1
39.19626395709438,15.57840247185814,1
16.08431843506547,13.96460917319098,2
31.97769131886556,19.913002083651,1
37.9939352019395,14.53276412503197,1
22.6161738817148,12.731670542175312,1
33.92736707090803,17.116842138738193,1
28.71467698542868,18.66088437756028,1
30.46231551878889,18.285047891717436,1
34.82653968021111,15.216410450342693,1
27.23440467169883,14.742412638686451,1
29.48645180382329,13.497383432565162,1
18.573166966723576,13.467351677783704,1
22.785314221014875,13.733380537969197,1
31.197278738069414,13.80964170172195,1
28.76850324128584,13.52153956596442,1
25.51313231103246,13.01353206622118,1
30.672871331562856,12.358790396873966,1
18.94779549062538,9.083028228522751,2
28.78596526656021,17.50158696983244,1
26.425758557988026,20.75706942250863,1
29.268771139547816,16.428483019612415,1
25.98712432186336,20.4539043385316,1
21.143420452954352,15.514510868516316,1
24.965757404062245,21.056200633629334,1
24.90753601255742,13.728956236355252,1
27.38699547345684,18.28705601695392,1
19.5257848842197,15.722173395201132,1
21.596256067296128,16.7036843075654,1
31.193127080866468,20.87275013976542,1
28.4652492206101,18.95167254979752,1
10.75426143925464,8.155821801777472,2
24.45982589903078,13.507955804899144,1
35.06395030648534,15.550747989058008,1
19.91251174317064,14.91501842153057,1
30.97912964135434,19.9047103538613,1
28.27217497826713,13.08868077881083,1
23.51981764219861,12.899776200729203,1
28.93503238461212,19.404169810472908,1
32.14010250810412,20.784035958897263,1
11.67902171111796,7.904203370815447,2
20.592614157224848,21.827379664048323,2
27.027633769446208,13.746144157566478,1
32.5738043964535,15.50029177816026,1
20.35053961186612,17.217342181001936,1
14.486399186910733,7.162553132580722,2
38.11593808469879,14.440674963235567,1
22.938414497829644,17.808204781475023,1
27.36643711715747,13.788479876158494,1
22.411942327769825,18.32344068233842,1
25.68263359106648,20.83625922111822,1
19.303396672586288,13.276116473318805,1
29.33833819140137,19.78997795072245,1
30.43791625647765,12.35346082457324,1
23.75083784967094,11.653909278329897,1
37.476330440395486,15.296221689192084,1
26.74394077337949,20.540148822475853,1
28.721424150157222,20.86920647156808,1
20.28096951277212,20.38655509718052,2
21.81335674022099,13.000260911049692,1
11.53672951035269,8.735893649898724,2
35.2809902090072,17.320251755891107,1
24.8873408478188,12.84143375826224,1
34.13605888676515,16.770092102244924,1
21.265407515057667,18.122163017971907,1
27.41079553274603,16.18510771350018,1
21.32219028571516,18.18580612272421,1
24.886368823903396,17.417010707723627,1
25.0616363339204,21.145085925520096,1
27.52520703851089,21.194294616582084,1
31.53176474915402,12.90428196290479,1
26.3718042464614,15.4365927400134,1
34.3118014057909,19.575299783602592,1
26.54039640452081,11.562725342599329,1
18.59300576665472,8.964091922498238,2
24.90648370919902,17.386091074499433,1
14.343343749139695,8.057388129988997,2
22.687688012517675,15.207903482315832,1
35.22468182058424,13.615396914207349,1
25.88149141989836,17.33631244322727,1
32.79103836636964,16.118270210041143,1
15.830121741370643,12.004658185961969,2
25.13246673111411,19.6841113224606,1
32.323426021577475,20.612654163111124,1
28.281672571875237,23.471492796706507,1
34.63067217125504,17.765705412876546,1
28.61419072710006,13.255611242731918,1
11.357454441847317,11.688780520740313,2
16.140724885692165,16.36464444170886,2
27.15062550071728,11.505056433477211,1
23.538011083385115,11.65281663683571,1
26.471787027063822,11.864672285507108,1
26.73333774464412,12.676000646549303,1
16.294507169682138,14.269650927747511,2
14.499369632207094,18.86715434770845,2
19.788541608351917,16.562300888437434,1
23.9962844502197,18.14129381662176,1
10.538154971495311,7.101614275614988,2
18.191635513419268,12.961281405794292,1
23.126699268915026,12.568225262403828,1
13.360494774303705,15.27340155562566,2
23.908268163834578,16.310890754254256,1
31.69138934719713,21.5184891579632,1
17.798419541611825,8.52312447682299,2
11.26035501081008,7.712882681853353,2
16.10402876581329,17.35756045778849,2
30.57474263595996,20.88094220967341,1
24.745580238833025,14.141044671044718,1
32.62634388752094,18.362379546115772,1
32.543941874788864,14.257395797616011,1
25.749120184790293,9.654825245072397,1
29.22349658223065,11.716863072810952,1
12.263965248718367,13.452235230477989,2
37.18684074762228,15.841752656763738,1
14.303002582964275,15.505103032034974,2
25.621427568832814,20.18140834501309,1
26.008011151219783,10.944542889235706,1
37.49934921899876,15.296698446168303,1
26.674010437239144,17.891807990773845,1
21.218838350693908,16.27977846409703,1
22.45617069651254,17.11993736942367,1
27.88823795490309,19.540083174006167,1
11.875806029703009,11.39701566968112,2
20.87241419482313,21.920370345851705,2
24.68847456863308,11.719219644130172,1
13.13168061830368,15.13263119145639,2
25.266601666794013,19.431272243706893,1
19.225790685313328,10.408768511327576,2
24.00674698191866,11.196221073153806,1
27.238779783601192,9.945830730944907,1
34.89798555439616,15.925689521992018,1
11.455830695569952,6.95370832849739,2
27.609286958532405,17.572810751126738,1
29.623732378180744,20.167575002226403,1
19.477458224076123,15.338872387381038,1
34.49206417179821,16.96692976703863,1
15.72170529057027,17.429057598947775,2
26.621016776665208,17.026121026062558,1
26.686033067604036,10.15441531103933,1
29.85667426087136,20.79396525580804,1
19.712911774787266,20.312459158533244,2
27.59318179172495,15.202734540713072,1
26.4741441189697,20.533471453895917,1
21.364085406366385,12.669416335680967,1
38.08134863946474,15.041633040146522,1
29.77513002864039,21.741284623931328,1
24.410967959961926,12.036444831339866,1
30.03698872251967,20.45499096098576,1
24.818218623315357,14.181206959088671,1
38.096718787154856,15.15346667232019,1
22.70380721561709,15.784282790674393,1
27.461004994343185,11.532861992021488,1
25.671724856291007,19.518195697563105,1
34.77378020945387,13.15286676033542,1
22.02683240616891,15.58358299552669,1
35.142541169801625,18.421308209176907,1
21.95473107859377,14.59830131068147,1
35.63105396741609,15.334817881239504,1
25.69832562613228,21.261128676409395,1
13.229855594051498,15.585055642949431,2
25.00740415821997,12.670556181022034,1
21.67715514019005,14.015224000573395,1
30.40311426525556,15.023384728218044,1
24.17965240521645,15.031421333832547,1
16.97865706040848,10.056695406407153,2
25.701540973793477,17.19447743943737,1
19.19374767171388,14.155289245128412,1
26.537958859291244,14.504071929700531,1
19.78724149236772,8.96016472162649,2
15.164051303272265,10.877496377840313,2
22.577351140871222,12.240602738552433,1
20.55636391296896,7.029751969515804,2
17.875666421361846,8.322802044029373,2
15.98240137938124,11.433279780248483,2
34.243417001342365,13.99840868406377,1
29.86994455935765,20.597427840638638,1
32.04761099240878,18.51229590018679,1
24.06369759138025,18.520627529642013,1
20.04466591333133,12.160548408765646,1
30.38613739185632,17.277314022521892,1
22.997097564698137,18.209193488227964,1
22.23563884291679,17.2963496985342,1
22.196682485155627,17.908808605365838,1
23.09322295000848,19.18805245539348,1
24.167715152944947,9.95070755020157,1
20.215554901021964,14.832966024869648,1
21.605858780794723,16.16458101749007,1
24.084991900617048,12.019735453138598,1
26.776095804298176,16.307867247338763,1
33.20628696416752,12.797757031631802,1
27.38341172561732,21.337217754088183,1
16.685210378781495,9.494063521844955,2
17.62163657694208,16.647295014762268,2
34.14822093443436,19.12172551119898,1
37.34240606480591,15.291681166994431,1
24.2184075671329,17.215883218879505,1
29.918947159974817,12.893245033240984,1
24.11126151686633,15.60970878574157,1
18.86742386151558,7.746804397799489,2
20.9223394858114,10.33685723963626,2
22.940115767914605,18.407942063082345,1
27.576532646614144,21.014324090704253,1
23.296639165054614,19.991295725772115,1
34.10915830763891,13.189845971117718,1
29.964678315523933,14.290148804830986,1
38.73617966522801,15.415720778073672,1
26.340145942796827,16.11624538184666,1
38.02790577599615,14.566986068502874,1
20.91815192143965,21.42459439176522,2
11.283229152602752,6.353944496445081,2
11.853519558708904,13.41818904471366,2
25.653860918402493,20.1224160141532,1
20.913204045128783,16.779056162304812,1
26.97090963767335,12.8191812970347,1
28.037353893688245,19.763330354631137,1
28.91645513521521,20.67689209088856,1
36.1997692072369,16.950533067183315,1
23.71627852751455,11.749996286364263,1
28.436397082407996,13.549100540496704,1
14.33302906435115,11.008734954509858,2
25.058331428158603,11.066938305617809,1
29.74126446368856,23.31685560004973,1
36.772862583771065,16.542134247177017,1
23.721745707358703,10.013297912093934,1
27.206300098155044,22.21528563654956,1
19.382995027939952,12.772848447909157,1
14.27625358576698,8.941275683740677,2
27.59475697495729,11.651551339402218,1
13.35304701196801,13.204326196138105,2
35.382719155906,16.043606262993453,1
25.119926392176783,10.160388133710928,1
27.709062772439943,22.860981631171533,1
27.038411641366817,20.998782381415115,1
25.318312678089452,14.706085626168848,1
27.56652748461506,18.162011158600325,1
14.803275501947354,15.447884861774485,2
25.201900381437863,20.50358230263151,1
31.90016176081241,18.861641610767464,1
13.988346544352042,16.948578229574196,2
24.92537332620507,18.475065463932964,1
30.902140604087787,13.80198716873853,1
20.899960846017574,16.96672449679161,1
31.872268935895104,16.60283102361204,1
12.669905377968632,15.150841384463009,2
21.914930401658296,7.880799296400155,2
24.264035855509917,16.26100035291606,1
18.81559084774988,10.89567371148675,2
33.18671803469692,19.97353204406613,1
26.78444852280149,11.82571483799724,1
16.1489366681904,7.1176309097141175,2
22.398582819109496,12.164150289912554,1
34.04889646058818,16.579037454875817,1
30.414880687094843,21.460596375006165,1
20.41187596731493,8.413896726139573,2
19.64461479155896,14.990718086583607,1
19.518822302347694,12.473244029689544,1
26.274461510465876,9.941792630895486,1
12.299987015339758,15.96260471814034,2
31.484179762960142,12.484828392184731,1
32.98722141347302,16.900891426829517,1
38.083745269709176,16.371090480988453,1
35.74352053386926,16.298800811132256,1
30.520560184683305,17.248646566585688,1
28.17891713882744,22.070925159187613,1
36.17672866655443,17.315600286699265,1
31.529434865427174,13.48796718023212,1
37.927761423339554,16.384334113901318,1
32.9178546092648,15.427628371859251,1
26.86788746134386,14.07734837611619,1
25.20374734200442,15.800680767790537,1
17.62155127763703,12.089184003701826,2
28.7184862119507,23.050949780778016,1
31.43726129140355,18.890179555796617,1
24.87056897457131,13.110722282960186,1
30.64276807826594,20.64854011104024,1
34.22163447907994,14.036775843960749,1
33.44500528093089,19.6507408921527,1
24.78269604416236,12.63356713302245,1
33.972366790829895,13.535738416615189,1
16.002978209179126,12.653227258083778,2
36.974179281066384,14.827077792228383,1
27.793540709947965,20.98583611207716,1
20.703391288390826,6.981907256101606,2
15.552085252849196,9.6003296774119,2
22.797309288433063,10.332841386515648,1
20.2760577601768,17.06307307568632,1
30.493436749276885,21.783182051082555,1
9.672361400596872,6.311162445895073,2
20.930180869198413,17.51511781506974,1
32.61282588867721,15.21130610810129,1
22.89547034823577,17.01493638887612,1
13.407161480596042,9.47005443492198,2
30.24704065988775,18.42272213927105,1
15.582645832732444,15.759547933521642,2
14.262217115338329,7.176332641026563,2
27.88211966715793,17.302825423077728,1
27.6354785083349,12.223069582984314,1
37.87919163595287,15.76895743798512,1
26.050108647417847,18.639062675162965,1
32.68948254183614,13.14095349403409,1
33.21877054257811,20.434130972171715,1
34.36949563428573,18.998504469989864,1
16.00905837142193,20.107619281330777,2
30.3359789891116,18.80351451155534,1
22.53117125540845,12.716992559909947,1
21.905034439552445,14.112404281344295,1
19.827299348680757,13.493338246971096,1
25.36970469224803,9.867593346321732,1
18.25237833463008,12.97311500149509,1
25.48615858017826,11.398798567792577,1
12.007579801100707,9.705738412111137,2
18.175722868463332,19.23018171962104,2
28.633529159556048,21.515606691758144,1
28.81544099445283,14.527812883398385,1
22.697941652392988,9.049867248934463,2
28.32218425433133,14.152689281726229,1
27.45778453951196,21.65559481599337,1
33.513184341379585,13.905344410756529,1
16.157260863970862,16.323258718184057,2
12.83308449479572,17.789542432664817,2
33.83832706198203,12.920207144473654,1
17.15220028965051,12.321012017596294,2
21.973268717922107,14.889683138531366,1
20.21881003581228,14.845172034596246,1
28.06028265494347,17.882955830102873,1
20.178519622480067,21.071884276212806,2
30.60749108066951,16.47753814133683,1
17.144604567448983,12.551067303960217,2
21.477456176033776,14.623214212793652,1
20.78138910145776,7.749012873827766,2
25.566227183056323,19.09044375801169,1
22.4080436684501,8.232378949070453,2
32.70115388293802,12.486510930969434,1
13.339727471691544,15.177774004391816,2
28.41595755389628,13.185233413426554,1
19.57685498008146,21.399651885038168,2
22.69664808714952,12.23806113162889,1
17.67387375641894,19.266289110080923,2
24.589531631183405,16.963690982223245,1
30.656098687077996,15.930093892288877,1
15.44304496182316,19.765662126805267,2
23.71863199873095,10.53431071670436,1
13.713092507944983,16.428359524284282,2
28.98857208812398,16.206518003358557,1
29.49803232380443,23.291023853971677,1
35.221181073874334,14.763499712575848,1
21.49156287565013,8.61773084631203,2
24.262780207362056,16.302175565947923,1
19.90274203394689,15.40900151785953,1
24.009175763094397,14.576568185688396,1
24.814756275031986,16.333839964475057,1
20.795826646635803,9.16144445905391,2
35.94549076626055,14.702720736430845,1
35.839885834968534,17.847480627566146,1
28.82027757268167,23.76009378390588,1
24.0357028242178,14.965530712328228,1
30.428586215300825,11.645430031370372,1
32.61596007767755,16.770326777905254,1
28.788429077614214,16.528866642561727,1
18.819376886723767,20.167888197976986,2
15.445886142188304,11.061754664125376,2
28.018993006838414,11.938718318873075,1
30.25357425903834,20.6588786970163,1
13.548160393560975,8.568797990507312,2
28.75562834696808,22.14575691973497,1
30.284962022993785,20.755917244825334,1
32.59954269329274,18.03388229790806,1
26.00449688029172,12.020978437297588,1
23.196813172744545,7.37455761067724,2
26.70949459043096,20.367090625791207,1
29.050811812413475,15.016190313963763,1
13.168180949903965,6.295940318373635,2
26.605993010235323,13.027100898341873,1
12.012250923215197,14.094129643460446,2
31.33650433443926,20.555180709046414,1
33.96793949608233,14.625827112149995,1
32.320086833289984,16.36088556400925,1
30.523775567683938,12.603842369868543,1
15.588882340251098,19.134665377782305,2
33.067410315595986,18.24211343097245,1
27.63528830814388,17.35343267558089,1
26.904733206055564,15.261179526488,1
29.50466997440039,13.298579582377188,1
25.417354800681824,19.40897052063926,1
26.968727941201383,11.40317996147412,1
17.695283360590853,18.099766969337956,2
31.162875483656567,19.98915969384877,1
28.330085877024477,21.719036213205506,1
18.97306902967324,15.196499997256415,1
20.232687082427507,11.810456579718384,1
27.688697714721904,21.53603553393791,1
27.722761393331965,18.957988885543337,1
32.19711526679552,18.38564321890092,1
25.71357477212756,17.91452113449442,1
25.97243931956188,16.880662673721883,1
16.453688973036396,9.437629002421994,2
30.70324923636992,21.67949107082569,1
16.807983249254942,8.829652326937078,2
17.88202747944557,8.722315976720218,2
30.771445751646333,12.171432725428431,1
27.315478568964952,21.079183920200524,1
14.029510798718448,16.70395153119515,2
30.47804109524049,20.452078561968325,1
24.362478017272547,10.663100421735942,1
22.189178964116785,17.12559076632938,1
26.736985770675552,20.811781843873263,1
26.482226351756672,10.433102928133131,1
21.79198194672764,16.098627085648758,1
30.077425318985306,18.18950842123596,1
31.5258492606999,19.454500256103834,1
34.2361268610666,15.4655974774313,1
14.61450863546266,19.673319053525404,2
26.04956943246785,14.627953141486827,1
27.102099227697448,18.050100652907812,1
36.96680979480004,16.233087493624534,1
16.15970326621681,9.56091771856192,2
25.629546263364816,9.918024299100056,1
28.623661396935447,12.763473496554507,1
14.370126692274129,16.736375507336568,2
16.454794015737978,16.018696408048015,2
28.34649760898423,17.638267151647938,1
32.00243984650282,14.8438306482562,1
25.16141726930588,13.943526178125024,1
38.025100220862,15.69534029518502,1
13.69359098526855,17.9288697958668,2
23.169174293315987,13.129570941732668,1
21.76946980640067,12.056961238678998,1
34.850650696713146,16.803479490280452,1
19.92393810546072,9.50739041455633,2
24.526336851273665,20.44672603888186,1
18.95804319899717,10.208249467020924,2
19.75202678407492,16.926539311000965,1
19.861376478311627,17.139600462993084,1
30.196414219265492,20.810311093557665,1
17.721199599369307,11.434406461042068,2
25.60849779669436,10.80426342416814,1
26.246704212173377,14.313893021870497,1
20.56613484116348,18.085342403590523,1
12.062216801901393,6.246954258246433,2
31.577218933808016,16.28821333467983,1
29.455936799011827,21.62448949424747,1
23.78984074973005,19.60695458043306,1
16.954380663134,21.296863001443608,2
23.01634923889164,16.993998179389028,1
29.75585654123019,16.437433310299475,1
30.22813323021188,12.116613519708142,1
13.700589019277375,9.44523466226206,2
30.675734135875626,13.89769813183508,1
19.469488983343677,21.97838097721196,2
15.53004856976648,13.829087766376189,2
13.146212381607352,11.264958660621604,2
22.98073758664632,18.85511700250704,1
14.133368027057951,13.82606205808956,2
10.07307478965802,7.025832768504388,2
29.57643986776865,22.02192105069324,1
24.00867209297948,17.968999089716263,1
29.842843039224547,12.835217118811588,1
10.016991054822116,6.330200751225782,2
35.30204919790842,16.974259025585226,1
12.858856801221364,16.922547650658753,2
13.002402012621694,11.55174167156885,2
28.56064588757586,22.361932174246185,1
28.01743371751617,21.858454703783305,1
30.373919725155908,11.413333552978836,1
34.71324650313068,14.74362430704156,1
14.096477587578038,15.925771028654276,2
21.470939342612667,13.238634083998305,1
24.66237465129929,17.373894121051475,1
33.63243697161856,17.660751610902135,1
18.20605284207527,19.18159264362294,2
33.5506237422435,19.37055975522722,1
21.37252666212428,12.310127830073126,1
28.928002759955994,13.888120007315504,1
22.42712746842297,18.78734468289099,1
26.324926366412065,15.486992938074875,1
36.57628076342908,17.357262341496714,1
27.226564645225405,15.969307901397318,1
25.194439839563675,21.26296897036964,1
35.388015291270186,13.467943363005338,1
27.185070982245875,14.14958403985166,1
20.70343097202213,7.610904899874323,2
19.476380418627663,15.555543978291388,1
20.23277089523333,12.87143981916347,1
26.80961396411021,13.474446081966375,1
12.89697533934503,14.745426774954796,2
30.425617126267333,11.804416517658783,1
23.458874804638587,11.031255243826296,1
32.57001793504584,16.047143525693848,1
36.927493718505474,14.380568676475,1
25.131990248776763,14.754339669673678,1
17.83615846544532,17.774489817047893,2
16.89849896202394,14.095363049510247,2
10.028232979403494,6.460778485638254,2
20.6527173976699,14.474263332534976,1
9.986414005561828,7.269318191623432,2
21.20925278729881,13.400661652339949,1
25.27708617148697,20.82695636469412,1
32.353508312943696,13.9281710797302,1
29.54331336975573,19.58184371331672,1
33.09452773504501,16.512911638413616,1
26.566997661830456,11.991586529232826,1
21.34526603181518,16.560545168869535,1
22.704677230216625,12.862522238949348,1
25.252890013520435,15.757513944914646,1
